Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
阿部;9009000;U10;1973;1998;2004;2012;1;4;4;1;0;5;0;L101000;1973;2110;x
安達;9009001;U10;1973;1998;2004;2012;2;6;16;2;0;5;0;L101001;1973;2110;x
相田;9009002;U10;1973;1998;2004;2012;3;4;1;1;0;5;0;L101002;1973;2110;x
赤鹿;9009003;U10;1973;1998;2004;2012;3;4;0;1;0;5;0;L101003;1973;2110;x
赤下;9009004;U10;1973;1998;2004;2012;2;4;0;2;0;5;0;L101004;1973;2110;x
天野;9009005;U10;1973;1998;2004;2012;3;5;0;2;0;5;0;L101005;1973;2110;x
雨宮;9009006;U10;1973;1998;2004;2012;2;4;0;3;0;5;0;L101006;1973;2110;x
阿南;9009007;U10;1973;1998;2004;2012;1;6;4;2;0;5;0;L101007;1973;2110;x
安藤（利）;9009008;U10;1973;1998;2004;2012;1;7;4;3;0;5;0;L101008;1973;2110;x
安藤（三）;9009009;U10;1973;1998;2004;2012;2;4;576;1;0;5;0;L101009;1973;2110;x
青木;9009010;U10;1973;1998;2004;2012;3;5;0;2;0;5;0;L101010;1973;2110;x
青津;9009011;U10;1973;1998;2004;2012;3;3;2;1;0;5;0;L101011;1973;2110;x
荒木;9009012;U10;1973;1998;2004;2012;1;4;0;2;0;5;0;L101012;1973;2110;x
有川;9009013;U10;1973;1998;2004;2012;3;4;2;1;0;5;0;L101013;1973;2110;x
朝香;9009014;U10;1973;1998;2004;2012;1;5;4;2;0;5;0;L101014;1973;2110;x
綾部;9009015;U10;1973;1998;2004;2012;2;6;0;3;0;5;0;L101016;1973;2110;x
馬場;9009016;U10;1973;1998;2004;2012;3;5;4;2;0;5;0;L101017;1973;2110;x
坂西;9009017;U10;1973;1998;2004;2012;3;5;256;1;0;5;0;L101018;1973;2110;x
長;9009018;U10;1973;1998;2004;2012;2;5;0;2;0;5;0;L101020;1973;2110;x
土肥原;9009019;U10;1973;1998;2004;2012;1;6;1;3;0;5;0;L101021;1973;2110;x
遠藤;9009020;U10;1973;1998;2004;2012;2;5;0;2;0;5;0;L101022;1973;2110;x
藤江;9009021;U10;1973;1998;2004;2012;1;7;64;3;0;5;0;L101023;1973;2110;x
藤井;9009022;U10;1973;1998;2004;2012;3;4;0;1;0;5;0;L101024;1973;2110;x
藤岡;9009023;U10;1973;1998;2004;2012;2;4;0;2;0;5;0;L101025;1973;2110;x
福井;9009024;U10;1973;1998;2004;2012;2;6;514;1;0;5;0;L101026;1973;2110;x
船引;9009025;U10;1973;1998;2004;2012;3;5;0;2;0;5;0;L101027;1973;2110;x
花田;9009026;U10;1973;1998;2004;2012;1;7;516;1;0;5;0;L101029;1973;2110;x
花谷;9009027;U10;1973;1998;2004;2012;2;5;0;2;0;5;0;L101030;1973;2110;x
原;9009028;U10;1973;1998;2004;2012;2;4;0;2;0;5;0;L101031;1973;2110;x
原田;9009029;U10;1973;1998;2004;2012;3;4;0;1;0;5;0;L101032;1973;2110;x
橋本;9009030;U10;1973;1998;2004;2012;3;6;64;1;0;5;0;L101033;1973;2110;x
畑;9009031;U10;1973;1998;2004;2012;0;7;4;4;0;5;0;L101034;1973;2110;x
服部;9009032;U10;1973;1998;2004;2012;3;5;4;1;0;5;0;L101035;1973;2110;x
林;9009033;U10;1973;1998;2004;2012;3;5;1;2;0;5;0;L101036;1973;2110;x
林田;9009034;U10;1973;1998;2004;2012;3;4;0;1;0;5;0;L101037;1973;2110;x
東久邇;9009035;U10;1973;1998;2004;2012;0;7;4;4;0;5;0;L101038;1973;2110;x
樋口;9009036;U10;1973;1998;2004;2012;2;6;0;2;0;5;0;L101039;1973;2110;x
平田;9009037;U10;1973;1998;2004;2012;3;5;0;1;0;5;0;L101040;1973;2110;x
広田;9009038;U10;1973;1998;2004;2012;1;4;0;3;0;5;0;L101041;1973;2110;x
人見;9009039;U10;1973;1998;2004;2012;2;4;0;2;0;5;0;L101042;1973;2110;x
本多;9009040;U10;1973;1998;2004;2012;2;6;3;2;0;5;0;L101043;1973;2110;x
本間;9009041;U10;1973;1998;2004;2012;2;6;16;2;0;5;0;L101046;1973;2110;x
本間;9009042;U10;1973;1998;2004;2012;2;6;1;2;0;5;0;L101047;1973;2110;x
堀井;9009043;U10;1973;1998;2004;2012;3;6;256;2;0;5;0;L101048;1973;2110;x
堀内;9009044;U10;1973;1998;2004;2012;3;5;256;1;0;5;0;L101049;1973;2110;x
星野;9009045;U10;1973;1998;2004;2012;2;5;128;2;0;5;0;L101050;1973;2110;x
百武;9009046;U10;1973;1998;2004;2012;2;6;0;3;0;5;0;L101051;1973;2110;x
一木;9009047;U10;1973;1998;2004;2012;3;5;256;1;0;5;0;L101052;1973;2110;x
井出;9009048;U10;1973;1998;2004;2012;3;4;0;1;0;5;0;L101053;1973;2110;x
井出（鉄）;9009049;U10;1973;1998;2004;2012;3;5;1;1;0;5;0;L101054;1973;2110;x
飯田;9009050;U10;1973;1998;2004;2012;2;7;4;3;0;5;0;L101055;1973;2110;x
飯村;9009051;U10;1973;1998;2004;2012;2;6;0;2;0;5;0;L101056;1973;2110;x
伊集院;9009052;U10;1973;1998;2004;2012;3;5;8;1;0;5;0;L101057;1973;2110;x
今井;9009053;U10;1973;1998;2004;2012;3;5;0;2;0;5;0;L101058;1973;2110;x
今村均;9009054;U10;1973;1998;2004;2012;2;7;260;3;0;5;0;L101059;1973;2110;x
今村;9009055;U10;1973;1998;2004;2012;2;5;0;2;0;5;0;L101060;1973;2110;x
稲葉;9009056;U10;1973;1998;2004;2012;2;4;0;2;0;5;0;L101061;1973;2110;x
石黒;9009057;U10;1973;1998;2004;2012;2;5;0;2;0;5;0;L101062;1973;2110;x
石原;9009058;U10;1973;1998;2004;2012;2;6;20;2;0;5;0;L101063;1973;2110;x
石原莞爾;9009059;U10;1973;1998;2004;2012;2;6;20;4;0;5;0;L101064;1973;2110;x
磯谷;9009060;U10;1973;1998;2004;2012;2;4;0;2;0;5;0;L101067;1973;2110;x
板花;9009061;U10;1973;1998;2004;2012;2;5;0;2;0;5;0;L101068;1973;2110;x
板垣;9009062;U10;1973;1998;2004;2012;1;7;4;3;0;5;0;L101070;1973;2110;x
伊藤;9009063;U10;1973;1998;2004;2012;3;4;4;2;0;5;0;L101071;1973;2110;x
岩畔;9009064;U10;1973;1998;2004;2012;3;5;0;1;0;5;0;L101072;1973;2110;x
井関;9009065;U10;1973;1998;2004;2012;2;4;0;2;0;5;0;L101073;1973;2110;x
河鹿;9009066;U10;1973;1998;2004;2012;3;5;0;2;0;5;0;L101074;1973;2110;x
神田;9009067;U10;1973;1998;2004;2012;2;6;0;2;0;5;0;L101075;1973;2110;x
金岡;9009068;U10;1973;1998;2004;2012;3;7;64;1;0;5;0;L101076;1973;2110;x
閑院;9009069;U10;1973;1998;2004;2012;1;4;4;2;0;5;0;L101077;1973;2110;x
嘉納;9009070;U10;1973;1998;2004;2012;1;4;513;1;0;5;0;L101078;1973;2110;x
笠原;9009071;U10;1973;1998;2004;2012;2;5;16;2;0;5;0;L101079;1973;2110;x
片倉;9009072;U10;1973;1998;2004;2012;3;4;0;1;0;5;0;L101080;1973;2110;x
片岡;9009073;U10;1973;1998;2004;2012;2;5;0;3;0;5;0;L101081;1973;2110;x
