Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
アレン;1054000;U91;1941;1990;1990;1990;3;4;0;1;0;5;0;L54000;1941;1960;x
アンダーソン;1054001;U91;1942;1946;1990;1990;2;4;0;2;0;5;0;L54001;1942;1960;x
バーカー;1054002;U91;1941;1990;1990;1990;3;4;2;1;0;5;0;L54002;1941;1960;x
ビーヴァス;1054003;U91;1940;1943;1990;1990;2;6;0;2;0;5;0;L54003;1940;1960;x
ベネット;1054004;U91;1930;1942;1990;1990;2;6;1;2;0;5;0;L54004;1930;1944;x
ベリーマン;1054005;U91;1941;1942;1946;1990;2;6;1;3;0;5;0;L54005;1941;1960;x
ビンガム＝ホワイト;1054006;U91;1930;1930;1930;1990;1;5;518;1;0;5;0;L54006;1930;1940;x
ブラックバーン;1054007;U91;1940;1990;1990;1990;3;4;1;1;0;5;0;L54007;1940;1942;x
ブレイミー;1054008;U91;1930;1939;1941;1946;1;5;5;3;0;5;0;L54008;1930;1960;x
ボーズ;1054009;U91;1939;1942;1990;1990;2;5;0;2;0;5;0;L54009;1939;1960;x
ブリッジフォード;1054010;U91;1940;1942;1990;1990;2;5;0;2;0;5;0;L54010;1940;1960;x
バロウズ;1054011;U91;1930;1990;1990;1990;3;4;0;1;0;5;0;L54011;1930;1945;x
キャラハン;1054012;U91;1930;1990;1990;1990;3;4;64;1;0;5;0;L54012;1930;1942;x
キャメロン;1054013;U91;1938;1990;1990;1990;3;4;0;1;0;5;0;L54013;1938;1945;x
カナン;1054014;U91;1930;1940;1990;1990;2;4;513;2;0;5;0;L54014;1930;1946;x
クロウズ;1054015;U91;1938;1943;1990;1990;3;4;0;2;0;5;0;L54015;1938;1960;x
クレモール;1054016;U91;1942;1990;1990;1990;3;6;3;1;0;5;0;L54016;1942;1960;x
ドアティ;1054017;U91;1939;1942;1990;1990;2;4;2;2;0;5;0;L54017;1939;1946;x
イースティック;1054018;U91;1943;1990;1990;1990;3;4;0;1;0;5;0;L54018;1943;1960;x
イーサー;1054019;U91;1930;1941;1990;1990;2;4;1;2;0;5;0;L54019;1930;1946;x
エヴァンズ;1054020;U91;1942;1990;1990;1990;3;4;0;1;0;5;0;L54020;1942;1960;x
ファーガソン;1054021;U91;1938;1990;1990;1990;3;4;128;1;0;5;0;L54021;1938;1945;x
