Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
アバ・メルサ;9000001;U01;1973;1998;2004;2012;2;3;16;0;0;5;0;L3300;1973;2100;x
アベベ・アレゲイ;9000002;U01;1973;1998;2004;2012;2;3;16;0;0;5;0;L3301;1973;2100;x
アビエ・アベベ;9000003;U01;1973;1998;2004;2012;3;2;0;0;0;5;0;L3302;1973;2100;x
アダフリサウ;9000004;U01;1973;1998;2004;2012;2;2;262271;1;0;5;0;L3303;1973;2100;x
アマン・アンドム;9000005;U01;1973;1998;2004;2012;3;2;128;0;0;4;0;L3304;1973;2100;x
バルチャ;9000006;U01;1973;1998;2004;2012;2;4;262271;2;0;5;0;L3305;1973;2100;x
ビル・ウォルデ;9000007;U01;1973;1998;2004;2012;3;2;1;0;0;3;0;L3306;1973;2100;x
デスタ・ダムテウ;9000008;U01;1973;1998;2004;2012;1;4;2;1;0;5;0;L3307;1973;2100;x
フィクレマリアム;9000009;U01;1973;1998;2004;2012;3;2;0;1;0;5;0;L3308;1973;2100;x
ギラネー;9000010;U01;1973;1998;2004;2012;3;2;4;0;0;4;0;L3309;1973;2100;x
ハイレ・サラシェ;9000011;U01;1973;1998;2004;2012;0;4;1;2;0;5;0;L3310;1973;2100;x
ハイレ・サラシェ・ガグサ;9000012;U01;1973;1998;2004;2012;3;2;0;0;0;1;0;L3311;1973;2100;x
ハプテ・マリアム;9000013;U01;1973;1998;2004;2012;3;4;262399;2;0;5;0;L3312;1973;2100;x
ハプテ・ミカエル;9000014;U01;1973;1998;2004;2012;1;5;262271;2;0;5;0;L3313;1973;2100;x
イチャメルヒ;9000015;U01;1973;1998;2004;2012;3;2;262271;1;0;5;0;L3314;1973;2100;x
イムル;9000016;U01;1973;1998;2004;2012;2;2;0;1;0;5;0;L3315;1973;2100;x
カマ・セガ;9000017;U01;1973;1998;2004;2012;3;2;0;1;0;3;0;L3316;1973;2100;x
カサ;9000018;U01;1973;1998;2004;2012;2;2;4;1;0;3;0;L3317;1973;2100;x
カタマ;9000019;U01;1973;1998;2004;2012;2;3;16;1;0;5;0;L3318;1973;2100;x
マコンネン・デミシェ;9000020;U01;1973;1998;2004;2012;3;3;1;1;0;5;0;L3319;1973;2100;x
メスフィン・シレシ;9000021;U01;1973;1998;2004;2012;3;4;17;2;0;5;0;L3320;1973;2100;x
ムルグエタ;9000022;U01;1973;1998;2004;2012;2;5;262527;1;0;5;0;L3321;1973;2100;x
セヤム;9000023;U01;1973;1998;2004;2012;1;3;1;1;0;3;0;L3322;1973;2100;x
タリク;9000024;U01;1973;1998;2004;2012;2;2;1;0;0;4;0;L3323;1973;2100;x
ウォルデ・ルーフェ;9000025;U01;1973;1998;2004;2012;2;3;0;1;0;5;0;L3324;1973;2100;x
ウォンドセン・カーサ;9000026;U01;1973;1998;2004;2012;3;2;0;0;0;5;0;L3325;1973;2100;x
カタマ;9000027;U01;1973;1998;2004;2012;2;2;0;1;0;5;1;L3326;1973;2100;x
マコンネン・デミシェ;9000028;U01;1973;1998;2004;2012;3;2;0;1;0;5;1;L3327;1973;2100;x
セヤム;9000029;U01;1973;1998;2004;2012;2;2;0;0;0;3;1;L3328;1973;2100;x
ウォンドセン・カーサ;9000030;U01;1973;1998;2004;2012;3;2;0;0;0;5;1;L3329;1973;2100;x
アスラテ;9000031;U01;1973;1998;2004;2012;3;2;0;0;0;2;2;L3330;1973;2100;x
ギラネー;9000032;U01;1973;1998;2004;2012;3;2;0;0;0;4;2;L3331;1973;2100;x
マコンネン・デミシェ;9000033;U01;1973;1998;2004;2012;3;2;0;1;0;5;2;L3332;1973;2100;x
メスフィン・シレシ;9000034;U01;1973;1998;2004;2012;3;3;0;2;0;5;2;L3333;1973;2100;x
ロビンソン;9000035;U01;1973;1998;2004;2012;2;2;0;1;0;4;2;L3334;1973;2100;x
ウェヒブ・パーシャ;9000036;U01;1973;1998;2004;2012;2;4;34;1;0;5;0;L3335;1973;2100;x
アフラタン・パシャ;9000037;U01;1973;1998;2004;2012;2;3;0;1;0;5;0;M512083;1973;2100;x
アル＝ナセル;9000038;U01;1973;1998;2004;2012;1;5;262527;2;0;5;0;L512001;1973;2100;x
アメル;9000039;U01;1973;1998;2004;2012;3;4;4;0;0;5;0;L512002;1973;2100;x
アン＝ヌクライシ;9000040;U01;1973;1998;2004;2012;2;3;262271;1;0;5;0;M512016;1973;2100;x
アッ＝サーダート;9000041;U01;1973;1998;2004;2012;2;5;262655;1;0;3;0;L512004;1973;2100;x
ベイラン・パシャ;9000042;U01;1973;1998;2004;2012;2;3;262399;1;0;5;0;L512005;1973;2100;x
エル＝ハキーム・アメル;9000043;U01;1973;1998;2004;2012;1;4;31;3;0;5;0;L512006;1973;2100;x
エル＝ハムザ・マカウィ;9000044;U01;1973;1998;2004;2012;3;3;128;0;0;5;0;L512007;1973;2100;x
ファティ・パシャ;9000045;U01;1973;1998;2004;2012;0;2;262271;1;0;5;0;L512008;1973;2100;x
フアド・パシャ;9000046;U01;1973;1998;2004;2012;2;3;262399;1;0;5;0;L512009;1973;2100;x
ガイブ;9000047;U01;1973;1998;2004;2012;2;4;128;1;0;5;0;L512010;1973;2100;x
ゴクタイ;9000048;U01;1973;1998;2004;2012;2;5;262271;2;0;5;0;L512011;1973;2100;x
ハムザ;9000049;U01;1973;1998;2004;2012;3;4;16;0;0;5;0;L512012;1973;2100;x
